artist,album,track,url
Patty Pravo,Bye bye patty,...dimmi che non vuoi morire,spotify:track:34lLiSF9uxYCvFmS2zFYcP
King Gnu,?????,?????,spotify:track:0J0P8iSE6l3pYHbUdNFYdS
Ultimo,Pianeti,Il capolavoro,spotify:track:0Apx4ZsigEtDk6E6yjhk0K
John Legend,Love In The Future (Expanded Edition),The Beginning...,spotify:track:6KLgKZwCJp8GWo35KEOF3S
Lauv,I met you when I was 18.,I Like Me Better,spotify:track:2P91MQbaiQOfbiz9VqhqKQ
chiello,OCEANO PARADISO,Pietra di luna,spotify:track:4Xof572Q63n2JDLz7kklxY
Kris Wu,Like That,Like That,spotify:track:4caEPudXQ1xDd1garjHPFv
Travis Atreo,Keep Hope Alive - EP,Mercy,spotify:track:1ITEElHnKrObwqxLVoDiGl
Bobby Leynes,Tadhana,Tadhana,spotify:track:2OCAHq0nN3LOOktPavzGSx
SZA,SOS,Nobody Gets Me,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm
Callalily,Ex,Ex,spotify:track:0GHwNr0lqf8jpc9wesmnHo
Caroline Rose,LONER,More Of The Same,spotify:track:1e2LGT07diSwc7UYnK7txi
Backstreet Boys,Black & Blue,How Did I Fall in Love with You,spotify:track:51gg9koXM8xJTFPZlcE7YC
Nothing But Thieves,Moral Panic (The Complete Edition),Impossible,spotify:track:1jY5ybC7oObbHLd5shYKps
Lee Jun Hyung,Igloo,Igloo,spotify:track:1plxVCiD3Qw2IWDq3EFuYI
Logic,No Pressure,Perfect,spotify:track:5jbDih9bLGmI8ycUKkN5XA
The Faim,Midland Line,Midland Line,spotify:track:4WQzH9RtYnowyK81hGX2FH
DJ Snake,Encore,Intro (A86),spotify:track:74tlSPQJ5QgVovIRroEEW0
The Rose,HEAL,Sour,spotify:track:3Jd4JERZ7EP1bdeWRh0rsD
Lliam Taylor,To You,To You,spotify:track:0yoOm7BdDqcRWXTVRMYL0K
Jack Be,The Great Alone,A Place to Go,spotify:track:0XgxhofcVQEgHXyBnn0N2J
ANIIML,Confessions,Confessions,spotify:track:19W1bva8aaQyZyc6elahCb
Liam Gallagher,Spotify Singles,"Wonderwall - Live from Spotify Sessions, Metropolis Studios, London",spotify:track:3EfTQn30P4fqXxRf9IN7x6
Charli xcx,Charli,1999,spotify:track:3WGJSY8JaGliVIJyMig5aS
King Gnu,Sympa,The hole,spotify:track:07FmAEayRQIXBcVcbUvI5j
Bryan Adams,Reckless,Heaven,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ
Taetro,oceanview,oceanview,spotify:track:1szEsgLSSZnOiKYvVAxPH5
Wolfgang,The Legends Series: Wolfgang,Darkness Fell,spotify:track:4OKYJjY2vg8SRLmfxc8wCC
Embrace,Out Of Nothing,A Glorious Day,spotify:track:7CPRFGwnOGJsL6YDGY0fke
Ollie MN,Songs from the Swamp,Please Never Fall in Love Again,spotify:track:42H6GeQfrBkT3vTUTdpB1M
Gracie Abrams,minor,"I miss you, I’m sorry",spotify:track:4nyF5lmSziBAt7ESAUjpbx
Zutsuri,Fen,Still,spotify:track:6CZD2gULSAKlX9nPsY4lfr
Miguel,All I Want Is You,Sure Thing,spotify:track:0JXXNGljqupsJaZsgSbMZV
The Killers,Hot Fuss,All These Things That I've Done,spotify:track:0OpSYP9Oly3SqmeIgiRnzT
The Maine,Covers (Side B),You're Still the One,spotify:track:0johARLFWeDwLeQgISuCwj
JANNABI,JANNABI's Small Pieces l,Sweet memories,spotify:track:49bu8WZAthRnScNwkT9tIC
Yutaka Yamada,"TV Drama ""Hanzai Shoukougun"" Original Soundtrack",Kemono,spotify:track:0s5BKwSrIVBbJPpJeJxnZV
Steve Lacy,Dark Red,Dark Red,spotify:track:37y7iDayfwm3WXn5BiAoRk
Kasabian,For Crying Out Loud (Deluxe),Good Fight,spotify:track:0yZPKwpGqeStYYjiRNTcPu
Coldplay,Moon Music,ALL MY LOVE,spotify:track:1mAMlMxsUBQ4qqQ8FVdjt8
Battle Tapes,Form - EP,Last Resort & Spa,spotify:track:0XTF9X6GQuH44vh4K0bdps
John Frusciante,Curtains,Anne,spotify:track:3RGv5P5NxdDIB9f1b6NLJV
Solar The Galaxy Goddess,Pink,Pink,spotify:track:0TiigdMfg8OKg4U0nsaqpJ
Parokya Ni Edgar,Halina Sa Parokya,Muli,spotify:track:7joqJnX2gQhqQsdJZFIEHk
Måneskin,RUSH!,FEEL,spotify:track:1R7F8kYZxOe1VcGCC4eYfE
Jireh Lim,Love And Soul,Pagsuko,spotify:track:04EkY1xc5yYedjagb27ndZ
indigo la End,???????,???,spotify:track:72lrebaqFNOZt8GMS32gvZ
RADWIMPS,Your Name.,Nandemonaiya - movie ver.,spotify:track:7dEfa89dZfo6CQPdsgGCF6
Grimes,We Appreciate Power,We Appreciate Power,spotify:track:08ZCgkLKpcgrcSPCHN2v8J
Bush,Zen X Four,"Glycerine - Acoustic Version / Live From 107.7 The End, Seattle/1995",spotify:track:06IcwnkW7OxbbO3mTNyMYP
COIN,Dreamland,Let It All Out (10:05),spotify:track:6UbOE1KhvE5EjWxAF0EaB8
The Friday Night Boys,Off The Deep End,Can't Take That Away,spotify:track:1LBYyXbBxi76rNhKHctQkI
The Pretty Reckless,Going to Hell,Heaven Knows,spotify:track:7F5jxmwf1uWVqh6nbYz7rl
Santana,Ultimate Santana,Europa (Earth's Cry Heaven's Smile),spotify:track:5Yp3e8RcjYevBTZYJ7OD7s
Harry Styles,Harry Styles,Two Ghosts,spotify:track:4B1rpPmQXwj78wk6aIGwwU
John Legend,Love In The Future (Expanded Edition),Save The Night,spotify:track:7vugjA0BxBUIRqrdRjncBx
The Ivy,Too Much,Too Much,spotify:track:4wJtYAMOzz013zi6KjHDeT
Måneskin,Teatro d'ira - Vol. I,VENT'ANNI,spotify:track:6Vfo6O3hk38vDcSpazNo3p
Nada Surf,Let Go,Inside Of Love,spotify:track:1M3fgZwZNwwo23WZIoFmcJ
Unique Salonga,Grandma,Midnight Sky,spotify:track:24bmXekGRqVFRlPYdfzyJr
Theresa Rex,Better Now,Better Now,spotify:track:5UkAKOxSAIa9GVgXbJKz7T
Cameron Avery,"Ripe Dreams, Pipe Dreams",A Time and Place,spotify:track:6BfbZeVvxJsrcUAs232KYt
Hale,Hale,Blue Sky,spotify:track:3H74L29kR0eS6wVhnP4KrE
Travis Scott,Birds In The Trap Sing McKnight,wonderful,spotify:track:1cZlBZwnwGPtYeRIeQcoFh
Labi Siffre,The Singer & The Song,Bless the Telephone,spotify:track:0620OecAlwJQxWieRW4L9s
Jeff Buckley,Grace (Legacy Edition),Last Goodbye,spotify:track:4xqw8JSmfNdHLCuT23pHiv
The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Somebody Else,spotify:track:4m0q0xQ2BNl9SCAGKyfiGZ
Benson Boone,PULSE,Little Runaway,spotify:track:7F9TZ2RT8rdVyzLFmfagiR
Aiza Seguerra,The Reunion,With a Smile,spotify:track:0mhQRjeGOHGffCQmohqMUX
Jeremy Zucker,"summer,",thinking 2 much,spotify:track:3X0J4QzAMCoyMZUSMCoVDw
Leo Soul,"Soul, for Real",Do Ya Thang,spotify:track:3gwVTyFA3dCOjxquOuJRg0
Glass Animals,I Love You So F***ing Much,Show Pony,spotify:track:4O05ZiEmlfUFPhvafHqcIO
Rivermaya,Rivermaya 18 Greatest Hits,Balisong,spotify:track:2RTR3zmXPKRgLM8TO0UfLI
Early Winters,Early Winters EP,Turn Around,spotify:track:2sda47N2z5YcGy4kY8oKgX
milk.,You&I.,You&I.,spotify:track:0h5mhcSOZQEnQIKjdhPjRA
Dean Lewis,Same Kind Of Different,Need You Now - Acoustic,spotify:track:1MIpU2U1kUInGTpaCYuVKs
Dillon Francis,"Money Sucks, Friends Rule",I Can't Take It,spotify:track:2ejG7VcmU0byxr1RszPDrP
Highly Suspect,Summertime Voodoo,Summertime Voodoo - Edit,spotify:track:3BMeKUAZ7K6arC5X77fB2a
Shane Filan,Love Always,Eternal Flame,spotify:track:6RMPVhgFnykRxbbNL3L1hT
Zero Assoluto,Appena prima di partire,Svegliarsi la mattina,spotify:track:0FhpzL0BoqEYsT6k2Wb9AV
Adie,Paraluman,Paraluman,spotify:track:5Hm2MJQ4ECvQmH5QWCMQrR
M.A.G.S.,Say Things That Matter,Beg,spotify:track:2GT2dvBfPQhCrtS52AtQDz
Tears For Fears,Rule The World: The Greatest Hits,Head Over Heels,spotify:track:748yv6bb3l3CcKS45a6SZ8
Tame Impala,Tame Impala,H.f.g.w (Canyons Drunken Rage),spotify:track:2wxeIcUPu0hdlB8pFsxSAi
Leila Alcasid,I'm Not,I'm Not,spotify:track:6GFzu4vDvqqQJYg5Z5KYyJ
Finger Eleven,Them Vs. You Vs. Me,Paralyzer,spotify:track:28IEbk5a7twNTbUEvWslUb
Craig David,The Story Goes...,Unbelievable - Radio Edit,spotify:track:0LEbfPqZhqWk2Pv7WJn4Nv
The Five Satins,Greatest Rock 'n' Roll Love Songs,In the Still of the Night,spotify:track:6e13WVs5x41qoBvxeYe86M
Zild,Homework Machine,habulan,spotify:track:7JJFOoIVWH9FxC8tf9H6hk
Lous and The Yakuza,Dilemme (with tha Supreme & Mara Sattei),Dilemme (with tha Supreme & Mara Sattei),spotify:track:1Whf2ZaesM1gXlU0z3Fslt
Dreaming Of Ghosts,Fortnite,You - Aparde Remix,spotify:track:4HFlJVx8vWZWuWtMZ6G03l
Jericho Rosales,Korona,Makita Kang Muli,spotify:track:5zSN3gjL9Gh29nvRNdVUba
Noel Gallagher's High Flying Birds,Trying To Find A World That's Been And Gone: Part 1 (Demo),Trying To Find A World That's Been And Gone: Part 1 (Demo),spotify:track:0AbncW9dVd4t74aq3Lhcib
Noel Gallagher's High Flying Birds,We're On Our Way Now,We're On Our Way Now,spotify:track:4kQfMBI8uhyyF3kRu9rV4F
Maroon 5,V,Animals,spotify:track:2bL2gyO6kBdLkNSkxXNh6x
Sam Cooke,The Best of Sam Cooke,Bring It On Home to Me,spotify:track:5EoYc5wvRYOtkudLfrjsL1
DRKleo,Già lo Sai 2,Già lo Sai 2,spotify:track:14f8vesbrclecUvu53UpOI
Jimi Hendrix,Electric Ladyland,All Along the Watchtower,spotify:track:2aoo2jlRnM3A0NyLQqMN2f
John Legend,Love In The Future (Expanded Edition),Caught Up,spotify:track:1cR4aNHFDCVESzt8HhxO17
Jeremy Zucker,comethru,comethru (with Bea Miller),spotify:track:0PgYPBGqF6Wm5KFHQ81nq5
Pharrell Williams,In My Mind,Can I Have It Like That - Album Version (Edited),spotify:track:6ZOcZ1ZDpTWVAw3ywfYCxI
Olly,Per due come noi,Per due come noi,spotify:track:5mKHtB2OGDXzbsInzW7veZ
Far East Movement,Dirty Bass,Turn Up The Love,spotify:track:4HQ9gXAtONKs8NCM0MFUTu
LANY,Make Out,ILYSB - STRIPPED,spotify:track:3Dkvp3L4w0uJFYfIPa8E9H
COIN,Uncanny Valley,Killing Me,spotify:track:4rXfbIpiDnGxZYIflm8LSQ
Blur,Think Tank,Good Song,spotify:track:77KMgpRSXE5FJbkYuBieW0
Hale,Spotify Sessions,See You,spotify:track:0RYnl25LBGUHc7JBdPJfTz
XXXTENTACION,Revenge,RIP Roach,spotify:track:658I1uDnmLSiltFCf98AWE
Weezer,SZNZ: Summer,Records,spotify:track:23ZmKlucJRQrdR0QItAafL
Phoria,Volition,Undone,spotify:track:1i3Xz4w9VcqEG4QXLX9Chu
John Debney,No Strings Attached (Score from the Motion Picture),I Think I'm Falling,spotify:track:4jWxhF2nJLT2ICcD6ngOym
J. Cole,Cole World: The Sideline Story,Work Out,spotify:track:2wAJTrFhCnQyNSD3oUgTZO
Ghostly Kisses,The City Holds My Heart,Zombie,spotify:track:5F0oU6oawDaAdNAaRX0I8z
SafetySuit,Hallelujah,Never Stop (Wedding Version),spotify:track:5himtcBG5IetEOAYuB1Lu1
Eraserheads,Circus,Kailan,spotify:track:6cwvvK3XOGWQxDcBi6RFSw
yama,Oz. / ??????????? / ?????????,Oz.,spotify:track:65KmUiJXcsSr7Bwz8SwzVE
Bread,Baby I'm-a Want You,Everything I Own,spotify:track:52VIdyKqp1pJRSyUQaxKUA
Måneskin,X Factor 2017 Live Show #4,Un temporale - Live,spotify:track:3cvBqeLBXUfurspl9tDW4z
Nirvana,Nirvana,You Know You're Right,spotify:track:5O8L4I2S4izFGDjvP7xAKv
Moira Dela Torre,Malaya,Tagpuan,spotify:track:0ztDBQdQmdVZvorSmIjMih
Skylar Grey,Aquaman (Original Motion Picture Soundtrack),Everything I Need - Film Version,spotify:track:2qiOvWyHX28d8nrWTio3yV
LANY,mama's boy,anything 4 u,spotify:track:0Aii1ZdrQwkas2lrRFz6ZY
Miracle Tones,528 Hz Transformation and Miracles (DNA Repair),528 Hz Anxiety Relief,spotify:track:0vFOH96oqw1YZUs7ev5PW4
CRO,Melodie,Melodie,spotify:track:0OmwIQELgZDOEazUAMPhBR
Miles Wesley,Always,Always,spotify:track:2K5RDseqOZicCsy0TDPVzm
Kitchie Nadal,Drama Queen,Makulay Na Buhay,spotify:track:4gtlo1VwfeeF7ptrTraQzt
Felip,STRAYDOGS,STRAYDOGS,spotify:track:70T3fGgauLgfkCcBETB4D0
Gavin James,Bitter Pill,For You - Live,spotify:track:32mdwR9J1x4UcSI6FEdHeP
Dvwn,panorama,phobia,spotify:track:4tAgRxarugPcoDfpkUrhkc
U2,All That You Can't Leave Behind,Stuck In A Moment You Can't Get Out Of,spotify:track:1klDPm7SfsS32hl7KHV9iy
The Beach Boys,Pet Sounds,Wouldn't It Be Nice,spotify:track:2Gy7qnDwt8Z3MNxqat4CsK
Jeremy Zucker,brent,you were good to me,spotify:track:4CxFN5zON70B3VOPBYbd6P
John Legend,Love In The Future (Expanded Edition),Hold On Longer,spotify:track:5GNvTRrghExnVkZfAasBXg
Survivor,Eye Of The Tiger,Ever Since the World Began,spotify:track:2yx6DUrIIGXSAwrvfBrTKQ
Capital Cities,Just Say When,Just Say When,spotify:track:6Ng7ih0nsCdS6q3WcJnnLW
Beach House,Depression Cherry,Space Song,spotify:track:1ZgMsA55GIY7ICkQh5MILA
Nick Wilson,Think Twice,Think Twice,spotify:track:3AUUytODwlkGAeQa7yfkfr
Vacations,Vibes,Home,spotify:track:1TQuqiFxqnVeez9OMq3emB
Liam Gallagher,Chinatown,Chinatown,spotify:track:5PQiNAGdQACI7PGvZyBH2q
Diplo,F10RIDA,As I Lay Dying,spotify:track:2VRjBAR75uiFsUoA2fcTFn
DJ Snake,Encore,Future Pt 2,spotify:track:7jDc927BbR9KqLCaNtSCrZ
NAYEON,IM NAYEON,LOVE COUNTDOWN (Feat. Wonstein),spotify:track:0GnydTKmczMoKOEl1D4URI
juan karlos,Spotify Jams: OPM Love Songs,"Ikaw Ang Aking Mahal - Recorded at Kodama Studios, Philippines",spotify:track:3UVmcKKagaUqqruhrnyOiA
Haux,Caves,Caves - GXNXVS Remix,spotify:track:1kYnhKX11UZdNKDuYRQAxI
Marc Abaya,The Reunion,Finetime,spotify:track:4hmcrMHlSFIbFGWPIuPwaD
No Rome,Seventeen,Seventeen,spotify:track:76t8j6fcgo4rDzSQutispC
Pharrell Williams,In My Mind,Take It Off (Dim The Lights) - Album Version (Edited),spotify:track:2Asups6TdIOBoQ5oUl2MiE
Carpenters,Carpenters With The Royal Philharmonic Orchestra,Yesterday Once More,spotify:track:4HTm4S84Mmxxx2qbBEl0aa
Jessie Reyez,"Figures, a Reprise","Figures, a Reprise",spotify:track:0qynxleiY0wavOijAW9trC
Dean Lewis,Need You Now,Need You Now - Acoustic,spotify:track:5j78Z4yl0xJ4g3eTkryqen
Royal Deluxe,Born for This,Dangerous,spotify:track:4MYl2TdloNHxQUkdQSgWcP
Hale,Hale,The Day You Said Goodnight,spotify:track:0HZ3OUVrGHxttD2EuHqRm3
OneRepublic,Connection,Connection,spotify:track:3T4UodGkfZObJ43RtA5KFU
The Weeknd,Save Your Tears,Save Your Tears (with Ariana Grande) (Remix),spotify:track:37BZB0z9T8Xu7U3e65qxFy
Haux,Youth,Youth,spotify:track:00urNqCMQhspKwipmP3EZN
Red Hot Chili Peppers,By the Way,I Could Die for You,spotify:track:3oP2vxUR2bjFCrU9YolGnM
Stray Kids,Street Man Fighter Original Vol.4 (Crew Songs),HEYDAY (Prod. Czaer),spotify:track:35sE2Ehvd1GzBzAIC0zFIu
Kanye West,Graduation,I Wonder,spotify:track:7rbECVPkY5UODxoOUVKZnA
Cigarettes After Sex,X's,X's,spotify:track:4ImeysCxPlYmM4LRFp7z9f
Cris Cab,Where I Belong,Liar Liar,spotify:track:11AzN9AngOOQvVvGYCfjeZ
The Clause,In My Element,In My Element,spotify:track:6Q71bcXvWORzgnxvWRYSmq
ODIE,Miss Summer,Miss Summer,spotify:track:58VNpcJpI5dEKxYByCkbXc
Ray Peterson,Pure... '50s,The Wonder of You (with Shorty Rogers),spotify:track:3Keb4pe3EXT7R1IUsTSVqP
Joel Adams,Please Don't Go,Please Don't Go,spotify:track:3cNjgVBKTJ1SvKhunrCdVy
JM De Guzman,Tensionado,Akin Ka Na Lang,spotify:track:4arL795hHn0mv0vLGsEhfR
YUNGBLUD,When We Die (Can We Still Get High?) (feat. Lil Yachty),When We Die (Can We Still Get High?) (feat. Lil Yachty),spotify:track:08uWHOhYijA1DXxhHSDBDH
Claude-Michel Schönberg,Highlights From Miss Saigon,Sun And Moon - Original London Cast Recording/1989,spotify:track:2zbiY3YgPkqdZFoNQGS0Rp
The Killers,Battle Born,Here With Me,spotify:track:3IHJB3f9lTMHtZzivxrZJq
Twenty One Pilots,My Blood And A Few Others From Trench,Nico And The Niners,spotify:track:0yPvg34RGS7KNns790QsxR
Guns N' Roses,Appetite For Destruction,Paradise City,spotify:track:3YBZIN3rekqsKxbJc9FZko
Maroon 5,It Won't Be Soon Before Long,Won't Go Home Without You,spotify:track:6WEBwvsmpaoGxka0tSh5a7
Nothing But Thieves,Nothing But Thieves,If I Get High,spotify:track:15I2gq8Nill5zwxabTFD6f
N.E.R.D,NO ONE EVER REALLY DIES,Lemon,spotify:track:4PpuH4mxL0rD35mOWaLoKS
Troye Sivan,Blue Neighbourhood,BITE,spotify:track:4lvJOtynZbT08pZO10YoOv
Ruel,SOMEONE ELSE'S PROBLEM,SOMEONE ELSE'S PROBLEM,spotify:track:3yaLVo3UBWXEy9FcHl8kOb
Glass Animals,Dreamland,Your Love (Déjà Vu),spotify:track:0bx6v84HtmEYFRBAOvDTgk
Colde,Love Part 2,After Everything,spotify:track:3Afa47dYfy8DftUIUmLu85
Twenty One Pilots,Vessel,Trees,spotify:track:1yf97yL1ll8FYXC27c9VTw
Foo Fighters,There Is Nothing Left To Lose,Ain't It The Life,spotify:track:2ifYUfvMNbXQDPJEyk68rP
Prince,Nothing Compares 2 U,Nothing Compares 2 U,spotify:track:70Ukvwcp6LkgfRiuUhGV7l
Jack Ü,Skrillex and Diplo present Jack Ü,Beats Knockin (feat. Fly Boi Keno),spotify:track:4gwF1NiLbZl2uKJDS3AX9O
Mike Shinoda,Happy Endings (feat. iann dior and UPSAHL),Happy Endings (feat. iann dior and UPSAHL),spotify:track:1nPd60em5Qwp0NPykFz5Xj
Vaundy,???,???,spotify:track:4xk70Qur2QeRmWIzWPC63V
Becca Kötte,Epic,Epic,spotify:track:30jJoqt9sJDmJKpMKkSRak
Sons of Serendip,Sons of Serendip,How Will I Know,spotify:track:2NNwHJRhYDzi68vsQZYNH0
JANNABI,Pole Dance,Baby I Need You,spotify:track:4KU23Zay3Q1W0c0yJCNczH
The Chainsmokers,Memories...Do Not Open,Something Just Like This,spotify:track:6RUKPb4LETWmmr3iAEQktW
Novo Amor,Anchor,Anchor,spotify:track:6x6XKEUcCJGUACD4Xh7KuP
Enrique Iglesias,Insomniac,Do You Know? (The Ping Pong Song),spotify:track:3pv1OLvuP5uxQrC7bV0B7e
GRAHAM,See You Later,See You Later,spotify:track:4FZBrifL01KBDmULrwXHjj
Daughter,If You Leave,Youth,spotify:track:6tqzOYuE3lrNVPDgtF3MjM
Willow Kayne,Rat Race,Rat Race,spotify:track:4JIYMwRJwMjyMo6sjD9PbA
Zack Tabudlo,Pulso,Pulso,spotify:track:1lFymAs0a5XGjFVBmkxjQZ
Rivermaya,Greatest Hits,Hinahanap-Hanap Kita,spotify:track:3BqsUeCJGuMijPts9ynOzy
Jason Marvin,Tahan Na,Tahan Na,spotify:track:2AdX98UOZNAXT6mex0akQm
Parokya Ni Edgar,Pogi Years Old,Panahon Na Naman Ng Harana,spotify:track:3PDRrvB6ns0oo5sAIJ50db
Matt Wills,Marry You,Marry You,spotify:track:0ZiNlNs4LVIYuDTY1fdEx6
Guns N' Roses,Appetite For Destruction,November Rain - Piano Version / 1986 Sound City Session,spotify:track:23Z5NrNnq1VPvcTBIJJQBh
Ray Bull,Easy Way To Lose,Complicated,spotify:track:44vuGoHMZjbDDtgDG2dJGt
mrld,Just Because,Just Because,spotify:track:3Ues7YM3y8JYnTeu2OYFVH
Asim Azhar,Jo Tu Na Mila,Jo Tu Na Mila,spotify:track:6DefzsWqnwrFrmNVnJxWkS
Rage Against The Machine,Evil Empire,Down Rodeo,spotify:track:40L8L7344pPMCjlZc19RQU
Madh,Sayonara,No Church in the Wild,spotify:track:3zON5Nfg4lewPFWmGaFdAf
Summer Walker,Over It,Playing Games (with Bryson Tiller) - Extended Version,spotify:track:7cdaRebLfVSkZAloSOo1UA
LANY,LANY,Super Far,spotify:track:15ahYSiHAIMxAnujlXVtta
Patrick Stump,Soul Punk,Explode,spotify:track:1D1CxMWr0zPmyz17YziJMN
Dido,Girl Who Got Away,Sitting On The Roof Of The World,spotify:track:5pEf3wMYN3vKqufCV2jRw1
The Weeknd,Beauty Behind The Madness,Often,spotify:track:4PhsKqMdgMEUSstTDAmMpg
Rihanna,A Girl Like Me,Unfaithful,spotify:track:13xxBnXOuiBxVxJI458B0i
Shanti Dope,Shanti Dope,Mau,spotify:track:0BkKdJSpKqzYLEneerSHq3
Linkin Park,The Emptiness Machine,The Emptiness Machine,spotify:track:2PnlsTsOTLE5jnBnNe2K0A
This Century,Sound Of Fire,Money Honey,spotify:track:3oOR5L6F8H5MGdTtRqZwvH
Radiohead,Pablo Honey,Creep,spotify:track:6b2oQwSGFkzsMtQruIWm2p
EMBRZ,Close 2 U,Close 2 U,spotify:track:5nqwms4ldUM4YfaNjkOXTh
wave to earth,summer flows 0.02,seasons,spotify:track:1acVBP8BcK6LTeNeFjfxnh
Blur,13,Swamp Song,spotify:track:6I8JbgjPq1UKcTvjlROgLc
"Choir of King's College, Cambridge",Best Loved Hymns,"Scholefield / Arr. Rutter: The Day Thou Gavest, Lord, Is Ended",spotify:track:6zBfEepcVdSKLCddL3dr0O
Sam Fender,Spotify Singles,"Waiting For Love - Recorded At RAK Studios, London",spotify:track:09QyGlxA0Ja6D1dGIjl55c
G-Eazy,"Me, Myself & I","Me, Myself & I - Marc Stout & Scott Svejda Remix",spotify:track:4WLVepwyIveYwv7uJROc5p
Clairo,Immunity,Bags,spotify:track:6UFivO2zqqPFPoQYsEMuCc
Red Hot Chili Peppers,Greatest Hits,Soul to Squeeze,spotify:track:3arKRnq9OUd7yq6LRwVW8I
Pure Bathing Culture,Moon Tides,Dream The Dare,spotify:track:0FfWcJ4zj7TOOv1Z15KIkn
Air Supply,The Vanishing Race,Goodbye,spotify:track:5PihYbt4uNnVt68l5D1SGb
The Japanese House,Chewing Cotton Wool,Chewing Cotton Wool,spotify:track:3XxI16XYIjNhbvMFSN6Mlg
Lorenzo Fragola,La donna cannone,La donna cannone,spotify:track:2XBENx1UF9aEPreccmyTjX
NF,Therapy Session,Lost In The Moment,spotify:track:3qEg6xYffvuvwpq4U6FRrK
Paul McCrane,Fame (Original OST),Is It OK If I Call You Mine?,spotify:track:1UICMfsI7A30akiJIYLHW0
Glass Animals,Dreamland,Tangerine,spotify:track:40rOlDoGejXXF4B0BYsjx8
Swim Deep,To Feel Good,To Feel Good,spotify:track:6xKreLAGN3JkCk7d50x8qi
Weathers,Happy Pills,Happy Pills,spotify:track:3zjjzKg16tczCMwckGKGuH
cleopatrick,youth,youth,spotify:track:4x7F3UewxPL6tEz3kBFF6e
Hanumankind,Big Dawgs,Big Dawgs,spotify:track:0OA00aPt3BV10qeMIs3meW
6cyclemind,Fiesta,Aaminin,spotify:track:3AKoBujwvY5WmHQNrSybXg
Gojira,Magma,Stranded,spotify:track:60fUDmIWuKhngaeBIVhqIV
Ludovico Einaudi,Seven Days Walking,Seven Days Walking / Day 2: Low Mist Var. 1,spotify:track:2t7Co9e8RLsgibClLvTxkH
Jon McLaughlin,Enchanted,So Close,spotify:track:62zGTnDqfpR6HShiU2brsS
Francesco Renga,Fermoimmagine,Ci Sarai,spotify:track:6iLvjH0HEU71q31DAfKt10
Kodaline,Politics of Living,Angel,spotify:track:3VTmWyIkwOYAExWTHrB85o
Kenshi Yonezu,BOOTLEG,????,spotify:track:6y9aL2ilkD6UkOq2QJeNyi
Rihanna,ANTI,Close To You,spotify:track:6D2tzc8kRnZb7P1lNwMBLH
The All-American Rejects,Move Along,Straightjacket Feeling,spotify:track:2OquybqyS3Rq54xk3tq8ue
Trevor Hall,Chapter Of The Forest,Kabir II,spotify:track:76DROJi4RtqnfRHI17GknJ
Maasho,Fresh Air,Fresh Air,spotify:track:1NFNa1nGPnwdmcHO5XQ7Ui
U2,All That You Can't Leave Behind,Beautiful Day,spotify:track:0gzqZ9d1jIKo9psEIthwXe
keshi,THE REAPER,like i need u,spotify:track:7ivYWXqrPLs66YwakDuSim
milk.,A Little More,A Little More,spotify:track:3O6FKYk4NiNkTnNJCO1rdV
Hilera,The Reunion,Kaliwete,spotify:track:0auUK3dJQrtyQgaqMIbHUe
Enrique Iglesias,Insomniac,Somebody's Me,spotify:track:1fpWdLK5IGXUEdsLSKDcuW
Drake,Certified Lover Boy,Race My Mind,spotify:track:2Q3jFbyE61mCjS3SkW4toJ
Beck,Colors,Fix Me,spotify:track:68VHAzUy9eyqfUl4mS4mft
Abstract Mindstate,Dreams Still Inspire,The Brenda Song,spotify:track:1w1NDbJUo7JqDjvN0LdiXM
Dominic Fike,"Don't Forget About Me, Demos",King of Everything,spotify:track:0lO1yt6M1l1OAs80M3vEfM
The Maine,Pioneer,Jenny,spotify:track:4yXdGX64yyEbUWSBturBcX
halfnoise,The Velvet Face - EP,As U Wave,spotify:track:2qeGrFbgL4St7P4ArgXCS9
DURDN,Conflict,Conflict,spotify:track:6riC3JbelswTdXrOyuREzM
Faber Drive,can'T keEp a SecrEt,You and I Tonight,spotify:track:0SDly6bFO0CypTawY7RY1Z
Linkin Park,One More Light,One More Light - Steve Aoki Chester Forever Remix,spotify:track:2KLX7YuMHdGxiMevRe5W7k
BØRNS,Dopamine,Past Lives,spotify:track:1Dr5JexwA15wmKe7Y7maA9
Lorenz,On Me,On Me,spotify:track:0TF0uPpLTIAr6sWf8qmdac
Ameet Kanon,Champagne Problems,Champagne Problems,spotify:track:0G9G6nlKjpZjyX70Ol3IP5
Parokya Ni Edgar,Bigotilyo,Ted Hannah,spotify:track:0AL5f9k2o9f59pgbDynn8z
B2K,Pandemonium!,Girlfriend,spotify:track:7ewYIt7Zp5JliAWO9aIuWN
Glass Animals,Creatures In Heaven,Creatures in Heaven,spotify:track:1e7EdcxkUPFZWfuY4VI3rh
Coldplay,Viva La Vida (Prospekt's March Edition),Postcards from Far Away,spotify:track:7jAt4ULjZ9PMioduX71M9a
Nouela,Black Hole Sun,Black Hole Sun,spotify:track:3MoJoDStgGIfFEGkRzUSEB
Daniel Caesar,NEVER ENOUGH,Always,spotify:track:2LlOeW5rVcvl3QcPNPcDus
